"Baudeau_1" "Baudeau_2" "Chastellux_1" "Chastellux_2" "Condorcet_1" "Condorcet_2" "Deleyre_1" "Deleyre_2" "dHolbach_1" "dHolbach_2" "Diderot_1" "Diderot_2" "Guibert_1" "Guibert_2" "Jaucourt_1" "Jaucourt_2" "Jussieu_1" "Jussieu_2" "La Grange_1" "La Grange_2" "Marmontel_1" "Marmontel_2" "Meister_1" "Meister_2" "Morellet_1" "Morellet_2" "Naigeon_1" "Naigeon_2" "Pechmeja_1" "Pechmeja_2" "Raynal_1" "Raynal_2" "Rivière_1" "Rivière_2" "Saint-Lambert_1" "Saint-Lambert_2"
"  v a n" 0.0161576991436419 0.0107655373617974 0.0151384083044983 0.00970381791324787 0.0172566276235467 0.0172454676755265 0.0140813032787773 0.0118981947193649 0.0183432782675313 0.00646523856730313 0.0129759188572541 0.0151443035783826 0.0204712701884434 0.0226378483264162 0.0107788820143575 0.0140205562925335 0.0150338799222534 0.00644302220694987 0.00645577792123951 0.0021491510853213 0.00865248380363188 0.0108341188069468 0.00540628209979997 0.00649561545956479 0.0107919103839762 0.00755010030847553 0.0129808316386136 0.00974342318934719 0.0118655951674667 0.00540312733009866 0.00648557500027023 0.00648578532050589 0.00754099067071726 0.00645994832041344 0.00648585543028246 0.00972436818618924
"a i   a" 0.00754025960036624 0.00753587615325819 0.0129757785467128 0.00539100995180437 0.01294247071766 0.0140119424863653 0.0086654174023245 0.00540827032698402 0.0118691800554614 0.0118529373733891 0.0151385720001298 0.0108173596988447 0.0161615290961395 0.0107799277744839 0.0107788820143575 0.00970653897175397 0.00751693996112668 0.0118122073794081 0.012911555842479 0.00752202879862454 0.0173049676072638 0.0108341188069468 0.0108125641995999 0.00541301288297066 0.0118711014223738 0.00539292879176823 0.00973562372896023 0.0184042438021002 0.0097082142279273 0.00756437826213813 0.00864743333369364 0.0118906064209275 0.0107728438153104 0.00645994832041344 0.014052686765612 0.0259316484965046
"c   e n" 0.014003339257823 0.0107655373617974 0.0097318339100346 0.0150948278650522 0.00862831381177333 0.00646705037832245 0.00974859457761506 0.0140615028501585 0.00971114731810481 0.00323261928365157 0.00756928600006488 0.0108173596988447 0.0107743527307597 0.0118579205519323 0.00970099381292172 0.0129420519623386 0.00966463709287716 0.0107383703449165 0.0118355928556058 0.0171932086825704 0.0108156047545399 0.0119175306876415 0.00973130777963994 0.0119086283425355 0.0118711014223738 0.0140216148585974 0.0140625676084981 0.0119086283425355 0.010786904697697 0.00756437826213813 0.00648557500027023 0.0151334990811804 0.00754099067071726 0.0139965546942291 0.00972878314542369 0.0140463096022733
"r t   e" 0.00969461948618517 0.0107655373617974 0.00540657439446367 0.00754741393252612 0.0150995491706033 0.00538920864860204 0.0108317717529056 0.00973488658857124 0.00647409821206988 0.00431015904486876 0.0151385720001298 0.0140625676084981 0.0193938349153675 0.00862394221958713 0.0161683230215362 0.00862803464155909 0.0107384856587524 0.0139598814483914 0.0118355928556058 0.0042983021706426 0.00973404427908586 0.00758388316486279 0.0108125641995999 0.0227346541084768 0.0194254386911571 0.0107858575835365 0.0129808316386136 0.0108260257659413 0.0097082142279273 0.00648375279611839 0.00864743333369364 0.017295427521349 0.0129274125783724 0.00968992248062015 0.0129717108605649 0.00540242677010513
"  e x p" 0.0107717994290946 0.00645932241707845 0.0064878892733564 0.0043128079614435 0.009706853038245 0.00646705037832245 0.00541588587645281 0.00432661626158722 0.0205013110048879 0.0247834145079953 0.0162198985715676 0.0162260395482671 0.0118517880038357 0.00646795666469035 0.00431155280574299 0.00862803464155909 0.0107384856587524 0.00644302220694987 0.0193673337637185 0.0171932086825704 0.0129787257054478 0.0140843544490309 0.00865005135967995 0.00649561545956479 0.0269797759599404 0.0194145436503656 0.00865388775907576 0.00974342318934719 0.0097082142279273 0.00648375279611839 0.0118902208338288 0.00972867798075884 0.00969555943377933 0.0150732127476314 0.00216195181009415 0.00648291212412616
"  r t  " 0.0107717994290946 0.0161483060426961 0.00865051903114187 0.00539100995180437 0.00862831381177333 0.00431136691888163 0.0129981261034867 0.0129798487847617 0.00755311458074819 0.00538769880608594 0.0173012251430054 0.00649041581930682 0.0129292232769116 0.0150918988842775 0.00862310561148598 0.0129420519623386 0.00966463709287716 0.00536918517245823 0.00860770389498601 0.0118203309692671 0.0129787257054478 0.00325023564208405 0.0162188462993999 0.0151564360723179 0.0118711014223738 0.00539292879176823 0.0140625676084981 0.0129912309191296 0.0075508332883879 0.0259350111844736 0.0172948666673873 0.020538320181602 0.00323185314459311 0.00645994832041344 0.014052686765612 0.00648291212412616
"a n   r" 0.00969461948618517 0.00645932241707845 0.0129757785467128 0.0183294338361349 0.00754977458530167 0.0118562590269245 0.0140813032787773 0.0162248109809521 0.0129481964241398 0.0096978578509547 0.00973193914294056 0.0118990956687292 0.0226261407345954 0.00862394221958713 0.00862310561148598 0.00970653897175397 0.0139600313563781 0.0128860444138997 0.00753174090811276 0.00859660434128519 0.0118971652299938 0.00866729504555747 0.00973130777963994 0.0108260257659413 0.0107919103839762 0.00755010030847553 0.00649041581930682 0.00541301288297066 0.0151016665767758 0.00864500372815786 0.00648557500027023 0.0118906064209275 0.0161592657229655 0.00753660637381568 0.0129717108605649 0.0108048535402103
"l l   e" 0.00538589971454731 0.00861242988943793 0.00865051903114187 0.017251231845774 0.00862831381177333 0.0129341007566449 0.017330834804649 0.0129798487847617 0.00647409821206988 0.00646523856730313 0.0162198985715676 0.00649041581930682 0.0172389643692155 0.0183258772166226 0.012934658417229 0.0118635476321437 0.0139600313563781 0.015033718482883 0.00968366688185926 0.0107457554266065 0.0151418466563558 0.00758388316486279 0.0118938206195599 0.0108260257659413 0.0118711014223738 0.00431434303341459 0.00649041581930682 0.0140738334957237 0.0075508332883879 0.00756437826213813 0.00972836250040535 0.00864771376067452 0.00646370628918622 0.0172265288544358 0.0129717108605649 0.00540242677010513
"p o i  " 0.00538589971454731 0.00861242988943793 0.00432525951557093 0.00539100995180437 0.00862831381177333 0.00862273383776326 0.0216635435058112 0.0140615028501585 0.017264261898853 0.0150855566570406 0.00973193914294056 0.00973562372896023 0.0150840938230636 0.019403869994071 0.017246211222972 0.0140205562925335 0.00859078852700192 0.00966453331042481 0.00430385194749301 0.00537287771330325 0.0108156047545399 0.00866729504555747 0.0151375898794399 0.0151564360723179 0.00755433726878332 0.00323575727506094 0.0140625676084981 0.0108260257659413 0.0129442856372364 0.00864500372815786 0.00756650416698194 0.00540482110042158 0.0150819813414345 0.0183031869078381 0.00648585543028246 0.0129658242482523
"s   h  " 0.00323153982872839 0.00645932241707845 0.0118944636678201 0.00970381791324787 0.01294247071766 0.00754489210804286 0.0216635435058112 0.0151431569155553 0.0194222946362096 0.0129304771346063 0.00973193914294056 0.00649041581930682 0.00646461163845582 0.00862394221958713 0.00970099381292172 0.0215700866038977 0.00751693996112668 0.00966453331042481 0.012911555842479 0.00859660434128519 0.0173049676072638 0.0108341188069468 0.0140563334594799 0.0129912309191296 0.00323757311519285 0.00970727182518282 0.0129808316386136 0.00757821803615893 0.0129442856372364 0.0118868801262171 0.00972836250040535 0.00864771376067452 0.0118501281968414 0.00645994832041344 0.0108097590504708 0.0118853388942313
"e   e x" 0.0172348790865514 0.00861242988943793 0.0064878892733564 0.00539100995180437 0.0172566276235467 0.0140119424863653 0.0086654174023245 0.00432661626158722 0.0194222946362096 0.00646523856730313 0.00756928600006488 0.00865388775907576 0.00861948218460776 0.00862394221958713 0.00862310561148598 0.0140205562925335 0.0118123342246276 0.0107383703449165 0.012911555842479 0.00859660434128519 0.0183865280827177 0.0140843544490309 0.0129750770395199 0.0151564360723179 0.0172670566143619 0.0194145436503656 0.00649041581930682 0.0119086283425355 0.0086295237581576 0.00864500372815786 0.00648557500027023 0.00540482110042158 0.0129274125783724 0.00968992248062015 0.0118907349555178 0.00648291212412616
"m e   c" 0.00538589971454731 0.00968898362561767 0.0140570934256055 0.0129384238843305 0.0150995491706033 0.0161676259458061 0.0086654174023245 0.010816540653968 0.00647409821206988 0.00754277832852032 0.0108132657143784 0 0.0150840938230636 0.0118579205519323 0.0140125466186647 0.0140205562925335 0.00429539426350096 0.0107383703449165 0.0118355928556058 0.00752202879862454 0.0118971652299938 0.0184180019718096 0.00865005135967995 0.0129912309191296 0.00863352830718094 0.00862868606682917 0.0129808316386136 0.00757821803615893 0.010786904697697 0.0118868801262171 0.00864743333369364 0.0129715706410118 0.0183138344860276 0.0107665805340224 0.0108097590504708 0.0129658242482523
"p   q u" 0.00754025960036624 0.0150717523065164 0.0108131487889273 0.0204858378168566 0.00754977458530167 0.00970057556748367 0.0108317717529056 0.0129798487847617 0.0118691800554614 0.0118529373733891 0.00973193914294056 0.0118990956687292 0.0107743527307597 0.00970193499703552 0.012934658417229 0.00970653897175397 0.0118123342246276 0.00966453331042481 0.0161394448030988 0.00644745325596389 0.00540780237726993 0.00866729504555747 0.0118938206195599 0.0151564360723179 0.00863352830718094 0.0118644433418901 0.0118990956687292 0.0140738334957237 0.0064721428186182 0.00432250186407893 0.00972836250040535 0.0108096422008432 0.0107728438153104 0.0129198966408269 0.00540487952523538 0.0183682510183574
"t   s a" 0.00646307965745678 0.0118420910979772 0.0129757785467128 0.0107820199036087 0.0118639314911883 0.0161676259458061 0.0086654174023245 0.0118981947193649 0.0215803273735663 0.017240636179475 0.0129759188572541 0.0140625676084981 0.00861948218460776 0.00862394221958713 0.0107788820143575 0.0150990606227284 0.0053692428293762 0.00751685924144152 0.0021519259737465 0.00537287771330325 0.0140602861809018 0.00866729504555747 0.0183813591393199 0.00974342318934719 0.0107919103839762 0.00431434303341459 0.0108173596988447 0.0108260257659413 0.0118655951674667 0.00972562919417759 0.0140520791672522 0.020538320181602 0.00215456876306207 0.00430663221360896 0.0118907349555178 0.0118853388942313
"  c e u" 0.0236979587440082 0.0226076284597746 0.0118944636678201 0.00754741393252612 0.0172566276235467 0.0140119424863653 0.0129981261034867 0.010816540653968 0.0183432782675313 0.0161630964182578 0.00432530628575136 0.0118990956687292 0.00538717636537985 0.00323397833234517 0.00646732920861448 0.0129420519623386 0.00751693996112668 0.00966453331042481 0.00753174090811276 0.0042983021706426 0.00216312095090797 0.00975070692625215 0.00973130777963994 0.0108260257659413 0.00863352830718094 0.0140216148585974 0.018389511488036 0.016239038648912 0.0010786904697697 0.00432250186407893 0.0108092916671171 0.00972867798075884 0.0118501281968414 0.0107665805340224 0.0162146385757061 0.00972436818618924
"  m   i" 0.00646307965745678 0.0107655373617974 0.0064878892733564 0.0150948278650522 0.016178088397075 0.00646705037832245 0.00974859457761506 0.00973488658857124 0.00755311458074819 0.0096978578509547 0.00324397971431352 0.00757215178919129 0.0150840938230636 0.0140139061068291 0.0161683230215362 0.00970653897175397 0.00859078852700192 0.00966453331042481 0.0204432967505918 0.00644745325596389 0.0183865280827177 0.00758388316486279 0.0173001027193599 0.0140738334957237 0.0107919103839762 0.00539292879176823 0.0140625676084981 0.0140738334957237 0.0129442856372364 0.0172900074563157 0.0140520791672522 0.00324289266025295 0.00861827505224829 0.0107665805340224 0.00864780724037661 0.00648291212412616
"  r e c" 0.0290838584585555 0.0269138434044935 0.0118944636678201 0.00754741393252612 0.0150995491706033 0.0129341007566449 0.00541588587645281 0.00865323252317444 0.0107901636867831 0.00862031808973751 0.00756928600006488 0.00540867984942235 0.00861948218460776 0.00862394221958713 0.0118567702157932 0.0118635476321437 0.0193292741857543 0.0161075555173747 0.0118355928556058 0.0139694820545884 0.0140602861809018 0.00866729504555747 0.00756879493971995 0.00757821803615893 0.00755433726878332 0.00647151455012188 0.0108173596988447 0.00974342318934719 0.0097082142279273 0.00756437826213813 0.00972836250040535 0.0118906064209275 0.00754099067071726 0.00861326442721792 0.00540487952523538 0.00756339747814718
"e   i o" 0.0129261593149136 0.0107655373617974 0.0108131487889273 0.00970381791324787 0.00539269613235833 0.0150897842160857 0.00649906305174337 0.010816540653968 0.0086321309494265 0.0107753976121719 0.00865061257150272 0.00973562372896023 0.0129292232769116 0.00970193499703552 0.0107788820143575 0.0107850433019489 0.0150338799222534 0.00751685924144152 0.00537981493436626 0.00859660434128519 0.00973404427908586 0.00108341188069468 0.00973130777963994 0.0259824618382592 0.0183462476527595 0.0194145436503656 0.0129808316386136 0.0129912309191296 0.0043147618790788 0.0108062546601973 0.00648557500027023 0.00648578532050589 0.0150819813414345 0.0183031869078381 0.0129717108605649 0.00756339747814718
"f i n  " 0.00430871977163785 0.00753587615325819 0.0032439446366782 0.0140166258746914 0.009706853038245 0.00646705037832245 0.0140813032787773 0.00973488658857124 0.0140272127928181 0.0150855566570406 0.00756928600006488 0.00540867984942235 0.0140066585499876 0.0204818627715194 0.012934658417229 0.0107850433019489 0.0139600313563781 0.0128860444138997 0.0107596298687325 0.0150440575972491 0.0183865280827177 0.00758388316486279 0.00865005135967995 0.00866082061275306 0.014029483499169 0.00862868606682917 0.0129808316386136 0.0129912309191296 0.0140229761070061 0.0108062546601973 0.0118902208338288 0.00864771376067452 0.00323185314459311 0.0118432385874246 0.0108097590504708 0.00756339747814718
"  t i t" 0.0226207788010987 0.0183014135150556 0.00756920415224913 0.0140166258746914 0.0248064022088483 0.0194011511349673 0.00974859457761506 0.00432661626158722 0.00755311458074819 0.00538769880608594 0.0151385720001298 0.0151443035783826 0.00538717636537985 0.0107799277744839 0.0118567702157932 0.0118635476321437 0.0171815770540038 0.0118122073794081 0.0118355928556058 0.00537287771330325 0.00865248380363188 0.00541705940347342 0.00540628209979997 0.00757821803615893 0.0064751462303857 0.00970727182518282 0.00757215178919129 0.0173216412255061 0.0075508332883879 0.00864500372815786 0.00648557500027023 0.00648578532050589 0.0118501281968414 0.0118432385874246 0.00972878314542369 0.0108048535402103
"e   f i" 0.00646307965745678 0.0107655373617974 0.0173010380622837 0.0140166258746914 0.00754977458530167 0.00970057556748367 0.0205803663305207 0.0162248109809521 0.00539508184339156 0.00862031808973751 0.00756928600006488 0.00973562372896023 0.00861948218460776 0.0118579205519323 0.00970099381292172 0.0129420519623386 0.0053692428293762 0.00751685924144152 0.0161394448030988 0.0150440575972491 0.00432624190181594 0.0130009425683362 0.00973130777963994 0.00757821803615893 0.00863352830718094 0.00323575727506094 0.0118990956687292 0.00757821803615893 0.0183377379860849 0.0216125093203946 0.0140520791672522 0.0162144633012647 0.00969555943377933 0.0150732127476314 0.00432390362018831 0.00540242677010513
"e t   m" 0.00969461948618517 0.0183014135150556 0.00865051903114187 0.00970381791324787 0.00754977458530167 0.0107784172972041 0.00974859457761506 0.00973488658857124 0.0107901636867831 0.00538769880608594 0.00648795942862704 0.0140625676084981 0.00861948218460776 0.00862394221958713 0.00862310561148598 0.0161775649529233 0.00966463709287716 0.0139598814483914 0.017215407789972 0.0171932086825704 0.0129787257054478 0.00975070692625215 0.00324376925987998 0.00757821803615893 0.0151086745375666 0.0107858575835365 0.00757215178919129 0.00757821803615893 0.0151016665767758 0.0172900074563157 0.00756650416698194 0.00756674954059021 0.0107728438153104 0.0139965546942291 0.014052686765612 0.00972436818618924
"e   t é" 0.0129261593149136 0.00968898362561767 0.0108131487889273 0.00754741393252612 0.0237278629823767 0.00970057556748367 0.00541588587645281 0.00973488658857124 0.00539508184339156 0.0140080168958235 0.0108132657143784 0.00973562372896023 0.00754204691153179 0.00862394221958713 0.0107788820143575 0.0118635476321437 0.00859078852700192 0.00859069627593316 0.00537981493436626 0.0021491510853213 0.00973404427908586 0.0065004712841681 0.0140563334594799 0.00757821803615893 0.0064751462303857 0.0118644433418901 0.00757215178919129 0.00866082061275306 0.0172590475163152 0.0172900074563157 0.00540464583355853 0.00756674954059021 0.0226229720121518 0.0301464254952627 0.0108097590504708 0.0140463096022733
"n s   m" 0.00538589971454731 0.0118420910979772 0.00756920415224913 0.0140166258746914 0.0118639314911883 0.00754489210804286 0.0119149489281962 0.00973488658857124 0.0086321309494265 0.0118529373733891 0.0118945922858162 0.00865388775907576 0.00754204691153179 0.0172478844391743 0.00970099381292172 0.00970653897175397 0.0118123342246276 0.0107383703449165 0.00860770389498601 0.00322372662798195 0.0140602861809018 0.0151677663297256 0.0173001027193599 0.0184042438021002 0.00539595519198809 0.0107858575835365 0.0129808316386136 0.0151564360723179 0.0172590475163152 0.0151287565242763 0.00216185833342341 0.00756674954059021 0.00646370628918622 0.00861326442721792 0.00972878314542369 0.0151267949562944
"  l o r" 0.00215435988581893 0.00430621494471897 0.0270328719723183 0.00862561592288699 0.016178088397075 0.00970057556748367 0.00541588587645281 0.00648992439238083 0.0086321309494265 0.00646523856730313 0.00648795942862704 0.00216347193976894 0.00861948218460776 0.00862394221958713 0.0107788820143575 0.00647102598116931 0.0118123342246276 0.0128860444138997 0.0118355928556058 0.0161186331399097 0.00865248380363188 0.0108341188069468 0.00756879493971995 0.0184042438021002 0.00539595519198809 0.00647151455012188 0.00973562372896023 0.0119086283425355 0.010786904697697 0.0183706329223354 0.0194567250008107 0.0183763917414334 0.0107728438153104 0.00861326442721792 0.0172956144807532 0.0162072803103154
"  o i  " 0.00538589971454731 0.0107655373617974 0.0108131487889273 0.0043128079614435 0.00754977458530167 0.00646705037832245 0.00974859457761506 0.010816540653968 0.0107901636867831 0.0129304771346063 0.00865061257150272 0.0129808316386136 0.00430974109230388 0.00323397833234517 0.0107788820143575 0.00431401732077954 0.00214769713175048 0.00214767406898329 0.012911555842479 0.00752202879862454 0.00865248380363188 0.0140843544490309 0.0118938206195599 0.0108260257659413 0.0237422028447476 0.0129430291002438 0.0205529834278049 0.0281476669914474 0.0140229761070061 0.0108062546601973 0.018375795834099 0.0183763917414334 0.0129274125783724 0.00645994832041344 0.0108097590504708 0.00864388283216821
"i   e u" 0.0118489793720041 0.00968898362561767 0.0118944636678201 0.0150948278650522 0.0107853922647167 0.00646705037832245 0.0119149489281962 0.0118981947193649 0.0129481964241398 0.0096978578509547 0.00432530628575136 0.0108173596988447 0.00430974109230388 0.00862394221958713 0.0107788820143575 0.0118635476321437 0.0128861827905029 0.0139598814483914 0.0139875188293523 0.00859660434128519 0.00540780237726993 0.0108341188069468 0.00756879493971995 0.0151564360723179 0.0118711014223738 0.0107858575835365 0.00973562372896023 0.00866082061275306 0.0194164284558546 0.0151287565242763 0.0151330083339639 0.0108096422008432 0.00861827505224829 0.00968992248062015 0.0108097590504708 0.00756339747814718
"  g u e" 0.0107717994290946 0.00753587615325819 0.0108131487889273 0.0226422417975784 0.00539269613235833 0.0107784172972041 0.0086654174023245 0.00648992439238083 0.00971114731810481 0.0150855566570406 0.00865061257150272 0.00865388775907576 0.0398651051038109 0.0366517544332453 0.0118567702157932 0.00970653897175397 0.00751693996112668 0.00214767406898329 0.00430385194749301 0.00537287771330325 0.0173049676072638 0.0119175306876415 0.00540628209979997 0.00757821803615893 0.00863352830718094 0.00647151455012188 0.00216347193976894 0.00216520515318826 0.0086295237581576 0.00648375279611839 0.0172948666673873 0.017295427521349 0.00430913752612415 0.00430663221360896 0.0151336626706591 0.0108048535402103
"a n   d" 0.0129261593149136 0.00645932241707845 0.0194636678200692 0.0118602218939696 0.009706853038245 0.0204789928646877 0.00974859457761506 0.0140615028501585 0.0118691800554614 0.00754277832852032 0.00648795942862704 0.0118990956687292 0.0118517880038357 0.00862394221958713 0.00862310561148598 0.0118635476321437 0.0128861827905029 0.00751685924144152 0.00753174090811276 0.00967117988394584 0.0108156047545399 0.0108341188069468 0.00432502567983997 0.00866082061275306 0.00971271934557855 0.00647151455012188 0.0129808316386136 0.0119086283425355 0.0140229761070061 0.0151287565242763 0.0118902208338288 0.00756674954059021 0.00969555943377933 0.0129198966408269 0.00972878314542369 0.0108048535402103
"a r   u" 0.0118489793720041 0.0107655373617974 0.0151384083044983 0.0107820199036087 0.0140210099441317 0.0107784172972041 0.0140813032787773 0.00973488658857124 0.0129481964241398 0.00538769880608594 0.00756928600006488 0.00649041581930682 0.0118517880038357 0.0107799277744839 0.00970099381292172 0.0172560692831182 0.0161077284881286 0.0171813925518663 0.0150634818162255 0.0139694820545884 0.0129787257054478 0.00541705940347342 0.00108125641995999 0.00866082061275306 0.014029483499169 0.00862868606682917 0.00649041581930682 0.00757821803615893 0.0064721428186182 0.0151287565242763 0.0129711500005405 0.0129715706410118 0.0118501281968414 0.0107665805340224 0.00756683133532954 0.0043219414160841
"e   c r" 0.00323153982872839 0.00753587615325819 0.0097318339100346 0.00754741393252612 0.0107853922647167 0.0107784172972041 0.0086654174023245 0.0118981947193649 0.0194222946362096 0.0140080168958235 0.0118945922858162 0.0129808316386136 0.00861948218460776 0.00754594944213874 0.00431155280574299 0.00647102598116931 0.00322154569762572 0.00322151110347494 0.0161394448030988 0.018267784225231 0.0108156047545399 0.0173345900911149 0.0140563334594799 0.0108260257659413 0.0183462476527595 0.0129430291002438 0.0140625676084981 0.00757821803615893 0.0172590475163152 0.0108062546601973 0.0129711500005405 0.0118906064209275 0.00538642190765518 0.0118432385874246 0.00864780724037661 0.00756339747814718
"i n   r" 0.0150805192007325 0.0129186448341569 0.00865051903114187 0.00539100995180437 0.0140210099441317 0.00754489210804286 0.0151644804540679 0.0129798487847617 0.0151062291614964 0.0140080168958235 0.00756928600006488 0.00757215178919129 0.0129292232769116 0.00646795666469035 0.0107788820143575 0.0161775649529233 0.0150338799222534 0.0118122073794081 0.00968366688185926 0.0118203309692671 0.00648936285272391 0.00541705940347342 0.00865005135967995 0.00866082061275306 0.00863352830718094 0.00970727182518282 0.0108173596988447 0.00433041030637653 0.0248098808047031 0.00864500372815786 0.0108092916671171 0.0118906064209275 0.0107728438153104 0.0129198966408269 0.00972878314542369 0.00540242677010513
"l e m  " 0.00754025960036624 0.0129186448341569 0.0064878892733564 0.0129384238843305 0.00539269613235833 0.0118562590269245 0.0119149489281962 0.00865323252317444 0.0129481964241398 0.0161630964182578 0.00648795942862704 0.00865388775907576 0.00969691745768373 0.00970193499703552 0.0150904348201005 0.00862803464155909 0.0161077284881286 0.0161075555173747 0.00968366688185926 0.0107457554266065 0.0118971652299938 0.0108341188069468 0.00865005135967995 0.0108260257659413 0.014029483499169 0.00970727182518282 0.00757215178919129 0.0108260257659413 0.0064721428186182 0.0032418763980592 0.0108092916671171 0.0151334990811804 0.0193911188675587 0.022609819121447 0.00432390362018831 0.0043219414160841
"o i   r" 0.0118489793720041 0.0183014135150556 0.0118944636678201 0.0140166258746914 0.0107853922647167 0.00431136691888163 0.0129981261034867 0.0118981947193649 0.0118691800554614 0.0107753976121719 0.00324397971431352 0.00757215178919129 0.0107743527307597 0.00538996388724196 0.0150904348201005 0.0161775649529233 0.0107384856587524 0.00859069627593316 0.00430385194749301 0.00644745325596389 0.0075709233281779 0.00758388316486279 0.00756879493971995 0.0129912309191296 0.0151086745375666 0.0151002006169511 0.00432694387953788 0.0108260257659413 0.0204951189256243 0.00756437826213813 0.0151330083339639 0.0183763917414334 0.0118501281968414 0.0118432385874246 0.00324292771514123 0.0118853388942313
"  n é  " 0.0107717994290946 0.0183014135150556 0.00865051903114187 0.00862561592288699 0.00754977458530167 0.0118562590269245 0.00433270870116225 0.00865323252317444 0.017264261898853 0.00754277832852032 0.0140572454286919 0.00757215178919129 0.00969691745768373 0.00538996388724196 0.00646732920861448 0.0118635476321437 0.00429539426350096 0.00859069627593316 0.0021519259737465 0.00752202879862454 0.00648936285272391 0.00758388316486279 0.00756879493971995 0.00866082061275306 0.0118711014223738 0.0194145436503656 0.0118990956687292 0.00974342318934719 0.0129442856372364 0.016209381990296 0.00972836250040535 0.0162144633012647 0.0161592657229655 0.022609819121447 0.0205385421958945 0.00864388283216821
"  r é p" 0.0129261593149136 0.0193779672512353 0.00865051903114187 0.00862561592288699 0.0107853922647167 0.0183233094052469 0.00649906305174337 0.010816540653968 0.00539508184339156 0.0107753976121719 0.0129759188572541 0.0151443035783826 0.00323230581922791 0.0107799277744839 0.017246211222972 0.0150990606227284 0.00429539426350096 0.00322151110347494 0.00645577792123951 0.0107457554266065 0.0140602861809018 0.00866729504555747 0.00540628209979997 0.0151564360723179 0.0107919103839762 0.0151002006169511 0.0151443035783826 0.0151564360723179 0.0053934523488485 0.00648375279611839 0.0140520791672522 0.017295427521349 0.00538642190765518 0.00861326442721792 0.00648585543028246 0.0129658242482523
"e m i  " 0.0172348790865514 0.0139951985703366 0.0183823529411765 0.0183294338361349 0.0150995491706033 0.00862273383776326 0.00974859457761506 0.0140615028501585 0.00971114731810481 0.00215507952243438 0.00973193914294056 0.00865388775907576 0.0334004934653551 0.0355737616557969 0.0118567702157932 0.00862803464155909 0.0107384856587524 0.0128860444138997 0.00753174090811276 0.0107457554266065 0.00216312095090797 0.00433364752277873 0.0151375898794399 0.00649561545956479 0.00539595519198809 0.00215717151670729 0.00108173596988447 0.00433041030637653 0.0043147618790788 0.00756437826213813 0.00864743333369364 0.0140525348610961 0.00861827505224829 0.00861326442721792 0.00648585543028246 0.0108048535402103
"e r   m" 0.00969461948618517 0.0118420910979772 0.0118944636678201 0.00970381791324787 0.009706853038245 0.00970057556748367 0.0086654174023245 0.00973488658857124 0.00539508184339156 0.00862031808973751 0.0054066328571892 0.00540867984942235 0.0129292232769116 0.0183258772166226 0.0194019876258434 0.00431401732077954 0.0107384856587524 0.0107383703449165 0.0118355928556058 0.00859660434128519 0.00973404427908586 0.0119175306876415 0.0140563334594799 0.0129912309191296 0.00971271934557855 0.0140216148585974 0.00757215178919129 0.00649561545956479 0.0097082142279273 0.0183706329223354 0.00972836250040535 0.0118906064209275 0.0150819813414345 0.0183031869078381 0.00648585543028246 0.00864388283216821
"i n   i" 0.0129261593149136 0.0129186448341569 0.0118944636678201 0.0150948278650522 0.00862831381177333 0.0129341007566449 0.00974859457761506 0.00540827032698402 0.0129481964241398 0.0107753976121719 0.00973193914294056 0.00865388775907576 0.00754204691153179 0.0118579205519323 0.012934658417229 0.0140205562925335 0.0118123342246276 0.0128860444138997 0.00968366688185926 0.00644745325596389 0.0140602861809018 0.00325023564208405 0.0129750770395199 0.0108260257659413 0.00755433726878332 0.0161787863753047 0.0140625676084981 0.00866082061275306 0.0053934523488485 0.0118868801262171 0.0129711500005405 0.0129715706410118 0.00969555943377933 0.00861326442721792 0.0118907349555178 0.00756339747814718
"m a   e" 0.0118489793720041 0.0107655373617974 0.0108131487889273 0.017251231845774 0.00754977458530167 0.00862273383776326 0.00541588587645281 0.00432661626158722 0.0086321309494265 0.0107753976121719 0.0173012251430054 0.0205529834278049 0.0172389643692155 0.00431197110979356 0.0140125466186647 0.00862803464155909 0.00751693996112668 0.00322151110347494 0.0118355928556058 0.00644745325596389 0.0108156047545399 0.0162511782104203 0.0183813591393199 0.00541301288297066 0.0118711014223738 0.0140216148585974 0.00865388775907576 0.0108260257659413 0.0118655951674667 0.0140481310582565 0.00864743333369364 0.0118906064209275 0.00538642190765518 0.00861326442721792 0.014052686765612 0.00972436818618924
"o i   a" 0.0150805192007325 0.0118420910979772 0.0173010380622837 0.0118602218939696 0.0118639314911883 0.0107784172972041 0.0108317717529056 0.0118981947193649 0.00647409821206988 0.00431015904486876 0.0054066328571892 0.0108173596988447 0.00646461163845582 0.00754594944213874 0.012934658417229 0.0129420519623386 0.00751693996112668 0.00966453331042481 0.0021519259737465 0.00644745325596389 0.00865248380363188 0.0119175306876415 0.00648753851975996 0.00541301288297066 0.0151086745375666 0.0107858575835365 0.0151443035783826 0.0140738334957237 0.0151016665767758 0.0194512583883552 0.0216185833342341 0.0129715706410118 0.00754099067071726 0.0107665805340224 0.0108097590504708 0.00756339747814718
