"Baudeau_1" "Baudeau_2" "Chastellux_1" "Chastellux_2" "Condorcet_1" "Condorcet_2" "Deleyre_1" "Deleyre_2" "dHolbach_1" "dHolbach_2" "Diderot_1" "Diderot_2" "Guibert_1" "Guibert_2" "Jaucourt_1" "Jaucourt_2" "Jussieu_1" "Jussieu_2" "La Grange_1" "La Grange_2" "Marmontel_1" "Marmontel_2" "Meister_1" "Meister_2" "Morellet_1" "Morellet_2" "Naigeon_1" "Naigeon_2" "Pechmeja_1" "Pechmeja_2" "Raynal_1" "Raynal_2" "Rivière_1" "Rivière_2" "Saint-Lambert_1" "Saint-Lambert_2"
"  s a  " 0.0463187375451069 0.0441387031833694 0.0432525951557093 0.0571447054891263 0.0560840397765267 0.0592812951346224 0.0541588587645281 0.0584093195314275 0.0798472112821952 0.0851256411361579 0.0897501054293407 0.0573320064038769 0.0474071520153427 0.0485096749851776 0.0689848448918878 0.0690242771324727 0.0483231854643858 0.0354366221382243 0.0225952227243383 0.0354609929078014 0.0648936285272391 0.0595876534382076 0.0713629237173596 0.057377936559489 0.0420884504975071 0.0237288866837802 0.0616589502834148 0.0562953339828949 0.0614853567768729 0.0702406552912826 0.0832315458368013 0.0864771376067452 0.0441686596427725 0.0344530577088717 0.0432390362018831 0.0583462091171354
"e s   o" 0.0517046372596542 0.0850477451581996 0.0551470588235294 0.0528318975276828 0.048534265191225 0.0646705037832245 0.0714896935691771 0.0681442061199987 0.0712150803327686 0.0700400844791173 0.0486596957147028 0.0497598546146856 0.0484845872884186 0.0592896027596615 0.0635954038847091 0.0539252165097443 0.0934248252311459 0.0719470813109403 0.0376587045405638 0.0451321727917473 0.0410992980672514 0.044419887108482 0.0540628209979997 0.0541301288297066 0.0539595519198809 0.0593222167094506 0.0486781186448012 0.041138897910577 0.0625640472466426 0.0475475205048682 0.036751591668198 0.0389147119230353 0.0495550815504277 0.0506029285099053 0.071344409733107 0.0572657237631144
"  s o n" 0.0635536166316583 0.066746331643144 0.0378460207612457 0.0269550497590219 0.0539269613235833 0.0549699282157408 0.0324953152587169 0.0281230057003169 0.116533767817258 0.074350243523986 0.0919127585722164 0.073558045952144 0.036632799284583 0.0517436533175228 0.0506607454674801 0.0593177381607187 0.0644309139525144 0.0601348739315321 0.0118355928556058 0.00752202879862454 0.068138309953601 0.0866729504555747 0.0540628209979997 0.0454693082169536 0.050721978804688 0.0420648445757922 0.0768032538617974 0.0725343726318069 0.0302033331535516 0.044305644106809 0.0497227416687384 0.0518862825640471 0.0517096503134898 0.0549095607235142 0.0962068555491898 0.0756339747814718
"  a n s" 0.0506274573167448 0.062440116698425 0.0594723183391003 0.0679267253927351 0.0496128044176967 0.0549699282157408 0.0660738076927243 0.0865323252317444 0.0431606547471325 0.039868971165036 0.060554288000519 0.0562502704339925 0.0538717636537985 0.0377297472106937 0.0635954038847091 0.057160729500329 0.0816124910065183 0.0558395257935656 0.0398106305143103 0.0333118418224801 0.072464551855417 0.0541705940347342 0.0562253338379197 0.0454693082169536 0.0431676415359047 0.0604008024678042 0.0497598546146856 0.0562953339828949 0.0571705948977941 0.0410637677087498 0.055127387502297 0.0540482110042158 0.0549415034580829 0.0635228251507321 0.056210747062448 0.0680705773033247
"e   p a" 0.0657079765174772 0.0775118690049414 0.0583910034602076 0.0593011094698481 0.0625552751353567 0.058203453404902 0.0649906305174337 0.0367762382234914 0.0453186874844891 0.0377138916426016 0.054066328571892 0.0659858941629527 0.0624912458384063 0.0560556244273163 0.0776079505033738 0.0679457728022778 0.053692428293762 0.0440273184141575 0.038734667527437 0.0451321727917473 0.0410992980672514 0.0433364752277874 0.0670378980375196 0.0508823210999242 0.0571971250350737 0.055007873676036 0.0432694387953788 0.0508823210999242 0.0485410711396365 0.0659181534272037 0.0702603958362609 0.0713436385255648 0.0570960722211449 0.0473729543496985 0.0508058675372126 0.0561852384090934
"n t   l" 0.0517046372596542 0.062440116698425 0.0475778546712803 0.0539100995180437 0.0571625790029983 0.0560477699454612 0.0888205283738261 0.0594909735968243 0.0744521294388036 0.0549545278220766 0.0497410222861406 0.0454329107351478 0.0581815047461024 0.0614455883145583 0.0474270808631729 0.0550037208399392 0.0665786110842649 0.0547656887590739 0.0602539272649021 0.0601762303889963 0.0443439794936134 0.0509203583926501 0.0551440774179597 0.0606257442892714 0.0442468325743023 0.0453006018508532 0.0486781186448012 0.0476345133701418 0.0560919044280244 0.0464668950388485 0.055127387502297 0.0529672467841314 0.0527869346950208 0.0624461670973299 0.0648585543028246 0.0551047530550723
"e   s e" 0.0646307965745678 0.062440116698425 0.0454152249134948 0.0334242617011871 0.0647123535883 0.0679040289723857 0.0270794293822641 0.0356945841580946 0.0895583586003 0.0657299254342485 0.0800181662864002 0.0800484617714508 0.0474071520153427 0.0592896027596615 0.0463491926617371 0.057160729500329 0.0558401254255125 0.0461749924831408 0.0236711857112115 0.0204169353105523 0.0778723542326869 0.0715051841258491 0.0648753851975996 0.0508823210999242 0.050721978804688 0.0474577733675605 0.0486781186448012 0.0617083468658655 0.0420689283210183 0.0540312733009866 0.055127387502297 0.0345908550426981 0.0506323659319587 0.0624461670973299 0.0648585543028246 0.0907607697377662
"t   t  " 0.0667851564603867 0.0538276868089871 0.069204152249135 0.0636139174312916 0.04529864751181 0.058203453404902 0.0411607326610414 0.0432661626158722 0.0528718020652373 0.0549545278220766 0.0529850020004542 0.0584137423737614 0.0603363752922543 0.044197703875384 0.0485049690646086 0.0550037208399392 0.0461754883326353 0.0429534813796658 0.0484183344092963 0.0440575972490866 0.0659751890026931 0.061754477199597 0.0670378980375196 0.0671213597488362 0.0453260236126999 0.0593222167094506 0.0616589502834148 0.0530475262531125 0.0690361900652608 0.0540312733009866 0.0616129625025672 0.061614960544806 0.0570960722211449 0.0678294573643411 0.0443200121069301 0.0540242677010513
"n t   d" 0.0624764366887489 0.058133901753706 0.0508217993079585 0.0452844835951567 0.055005500550055 0.0538920864860204 0.0606579218162715 0.0562460114006339 0.0668990148580554 0.0527994482996423 0.0486596957147028 0.0519233265544546 0.0560266341999504 0.0528216460949712 0.0635954038847091 0.0647102598116931 0.0644309139525144 0.0633563850350071 0.038734667527437 0.0655491081022996 0.0475886609199753 0.0422530633470927 0.0497377953181597 0.0541301288297066 0.0485635967278928 0.0593222167094506 0.0573320064038769 0.0519649236765184 0.0560919044280244 0.0529506478349669 0.0443180958351799 0.0497243541238785 0.0678689160364553 0.0559862187769165 0.0529678193473067 0.0572657237631144
"s   e t" 0.0797113157753003 0.0893539601029185 0.0670415224913495 0.043128079614435 0.0539269613235833 0.0592812951346224 0.0335784924340074 0.0400212004196818 0.0474767202218458 0.0452566699711219 0.0508223488575785 0.0692311020726061 0.073265598569166 0.0657575594243519 0.0431155280574299 0.0539252165097443 0.0622832168207639 0.081611614621365 0.0516462233699161 0.0558779282183538 0.0616489471008771 0.0530871821540395 0.0389252311185598 0.0281476669914474 0.0550387429582785 0.0496149448842678 0.0324520790965341 0.0508823210999242 0.0496197616094062 0.048628145970888 0.0594511041691438 0.0540482110042158 0.0387822377351173 0.0430663221360896 0.0691824579230129 0.0723925187194088
"l   s  " 0.0527818172025637 0.058133901753706 0.0551470588235294 0.0549883015084046 0.07118358894713 0.0657483455129449 0.0584915674656904 0.0594909735968243 0.0561088511712723 0.0614197663893798 0.060554288000519 0.0584137423737614 0.0430974109230388 0.0560556244273163 0.0517386336689159 0.0539252165097443 0.0644309139525144 0.0569133628280572 0.0408865935011836 0.0365355684504621 0.0519149028217913 0.0400862395857033 0.0464940260582797 0.0562953339828949 0.0550387429582785 0.0474577733675605 0.0638224222231838 0.0508823210999242 0.0528558330187153 0.0561925242330261 0.0421562375017565 0.0540482110042158 0.0527869346950208 0.0559862187769165 0.0551297711574009 0.0637486358872405
"  à   l" 0.0560133570312921 0.0613635629622453 0.0497404844290657 0.0323460597108262 0.0539269613235833 0.0625148203237837 0.0704065163938866 0.0573276654660307 0.0798472112821952 0.0657299254342485 0.0508223488575785 0.0486781186448012 0.0678784222037861 0.0657575594243519 0.0441934162588656 0.0420616688776005 0.0504708825961363 0.0354366221382243 0.0376587045405638 0.0257898130238556 0.0638120680517851 0.0595876534382076 0.0627128723576796 0.0703691674786186 0.064751462303857 0.051772116400975 0.0432694387953788 0.0443867056403594 0.0528558330187153 0.0626762770291445 0.0443180958351799 0.0497243541238785 0.0667916316549243 0.0452196382428941 0.0616156265876834 0.0529437823470303
"  m a  " 0.0538589971454732 0.0688994391155034 0.0519031141868512 0.0819433512674264 0.0474557259647533 0.0485028778374184 0.0379112011351697 0.0659808979892051 0.0366865565350626 0.0334037325977329 0.0562289817147677 0.0627406862532993 0.0678784222037861 0.0420417183204873 0.0560501864746588 0.0636317554814983 0.0300677598445067 0.0279197628967828 0.0537981493436626 0.0483558994197292 0.0659751890026931 0.0660881247223757 0.0519003081580797 0.0433041030637653 0.050721978804688 0.0560864594343896 0.0508415905845701 0.0562953339828949 0.0798230947629578 0.0734825316893418 0.0702603958362609 0.0659388174251432 0.0387822377351173 0.0366063738156761 0.0518868434422597 0.0464608702229041
"e   q  " 0.0366241180589217 0.0355262732939315 0.0508217993079585 0.051753695537322 0.0506913436441683 0.0528142447563 0.0422439098363319 0.0519193951390466 0.0431606547471325 0.0592646868669454 0.0529850020004542 0.0724763099822595 0.0430974109230388 0.0474316822077292 0.0441934162588656 0.0701027814626676 0.0386585483715087 0.0429534813796658 0.0398106305143103 0.0515796260477112 0.0584042656745152 0.0552540059154289 0.0724441801373196 0.0866082061275306 0.0571971250350737 0.0668723170179261 0.0908658214702955 0.073616975208401 0.0388328569117092 0.0453862695728288 0.0605320333358555 0.0475624256837099 0.0484777971688966 0.0559862187769165 0.0454009880119772 0.0572657237631144
"  m e n" 0.058167716917111 0.0635166704346047 0.0421712802768166 0.0485190895662393 0.0560840397765267 0.0538920864860204 0.0335784924340074 0.0378578922888882 0.0496347529592024 0.0592646868669454 0.0508223488575785 0.0400242308857254 0.0764979043883939 0.079771465531181 0.0538944100717874 0.0420616688776005 0.0676524596501401 0.0687255702074653 0.0624058532386486 0.061250805931657 0.0648936285272391 0.0455032989891767 0.0562253338379197 0.0508823210999242 0.0571971250350737 0.0636365597428652 0.0584137423737614 0.0476345133701418 0.043147618790788 0.0345800149126314 0.0410753083350448 0.0421576045832883 0.0711007691810484 0.0549095607235142 0.0508058675372126 0.0486218409309462
"  l e u" 0.0764797759465719 0.0721291003240427 0.0432525951557093 0.0679267253927351 0.055005500550055 0.0506585612968592 0.0649906305174337 0.0659808979892051 0.0852422931255867 0.0765053230464204 0.0356837768574487 0.0356972870061875 0.0560266341999504 0.0398857327655905 0.0474270808631729 0.0506897035191596 0.0365108512397582 0.0622825480005154 0.0559500753174091 0.0623253814743176 0.0367730561654355 0.0346691801822299 0.0346002054387198 0.0335606798744181 0.0420884504975071 0.0377505015423776 0.0378607589459565 0.0476345133701418 0.0517771425489456 0.0713212807573023 0.065936679169414 0.0540482110042158 0.0624824941288001 0.080749354005168 0.0508058675372126 0.0388974727447569
"  s i  " 0.0312382183443744 0.0430621494471897 0.0421712802768166 0.0485190895662393 0.0463771867382817 0.0560477699454612 0.11589995775609 0.0984305199511092 0.0323704910603494 0.03448127235895 0.0778555131435245 0.0605772143135304 0.0484845872884186 0.0560556244273163 0.0625175156832733 0.0496111991889647 0.0365108512397582 0.0418796443451742 0.038734667527437 0.0279389641091769 0.0627305075763311 0.0552540059154289 0.0659566416175596 0.0541301288297066 0.0539595519198809 0.0647151455012188 0.10168318116914 0.0941864241636895 0.0334394045628607 0.0334993894466117 0.036751591668198 0.0443195330234569 0.0366276689720552 0.0322997416020672 0.0486439157271184 0.0497023262849672
"  j e  " 0.0118489793720041 0.0118420910979772 0.0713667820069204 0.0743959373349003 0.0118639314911883 0.00646705037832245 0.0140813032787773 0.0216330813079361 0.017264261898853 0.0247834145079953 0.0832621460007137 0.0832936696811042 0.0581815047461024 0.0528216460949712 0.0237135404315864 0.0226485909340926 0.0107384856587524 0.00859069627593316 0.0182913707768453 0.0107457554266065 0.100585124217221 0.065004712841681 0.0973130777963994 0.0855256035509365 0.0777017547646284 0.0798153461181699 0.0692311020726061 0.0801125906679658 0.131600237311903 0.171819449097137 0.0324278750013512 0.0475624256837099 0.0377049533535863 0.0484496124031008 0.07026343382806 0.0691510626573457
"m e n  " 0.0603220768029299 0.0516745793366276 0.0637975778546713 0.0485190895662393 0.042063029832395 0.0495807195671388 0.0303289609081357 0.0313679678965073 0.0442396711158108 0.0549545278220766 0.0324397971431352 0.0475963826749167 0.0743430338422419 0.068991537756697 0.0441934162588656 0.0550037208399392 0.0547662768596373 0.0590610368970405 0.0710135571336346 0.0548033526756931 0.0443439794936134 0.0498369465119555 0.0594691030977996 0.0617083468658655 0.0518011698430856 0.0625579739845115 0.0475963826749167 0.057377936559489 0.0453049997303274 0.0367412658446709 0.0432371666684682 0.0399956761431197 0.0614052097472691 0.0753660637381568 0.0583726988725421 0.0540242677010513
"  a n t" 0.0420100177734691 0.0473683643919086 0.0670415224913495 0.0614575134505698 0.055005500550055 0.0463471943779775 0.0400775554857508 0.0432661626158722 0.0463977038531675 0.0560320675832938 0.047578369143265 0.0562502704339925 0.0668009869307101 0.0549776316498679 0.0506607454674801 0.0431401732077954 0.0740955510453916 0.0805377775868734 0.0667097051861416 0.0548033526756931 0.0551595842481532 0.0520037702733448 0.0421690003784397 0.0476345133701418 0.0464052146510975 0.0474577733675605 0.0659858941629527 0.0422215004871712 0.0442263092605577 0.0389025167767104 0.0572892458357204 0.0605339963247217 0.0484777971688966 0.0527562446167097 0.0291863494362711 0.0302535899125887
"  r e s" 0.0700166962891151 0.0602870092260655 0.0443339100346021 0.0560665034987655 0.0722621281736017 0.0495807195671388 0.0509093272386564 0.0378578922888882 0.0561088511712723 0.0592646868669454 0.0519036754290163 0.0540867984942235 0.0549491989268745 0.0592896027596615 0.0614396274818376 0.057160729500329 0.0837601881382687 0.0751685924144152 0.0312029266193243 0.0505050505050505 0.0540780237726992 0.0346691801822299 0.0410877439584798 0.0497997185233301 0.0690682264574475 0.0593222167094506 0.0421877028254944 0.024899859261665 0.0345180950326304 0.0389025167767104 0.0281041583345043 0.037833747702951 0.0474005127873656 0.0570628768303187 0.0464819639170243 0.0497023262849672
"  e   m" 0.0420100177734691 0.037679380766291 0.0573096885813149 0.0582229074794872 0.0399059513794517 0.0549699282157408 0.0281626065575546 0.0486744329428562 0.037765572903741 0.0409465109262532 0.0583916348576434 0.073558045952144 0.0571040694730264 0.0733035088664906 0.0528165218703516 0.0442186775379903 0.0332893055421324 0.0354366221382243 0.0494942973961696 0.0268643885665162 0.0627305075763311 0.0585042415575129 0.0648753851975996 0.0714517700552127 0.0453260236126999 0.0377505015423776 0.0638224222231838 0.0660387571722421 0.0701148805350305 0.0626762770291445 0.0626938916692789 0.0670197816452275 0.0452459440243035 0.0419896640826873 0.0399961084867418 0.039977958098778
"  t   e" 0.0560133570312921 0.0462918106557289 0.0670415224913495 0.0539100995180437 0.0431415690588667 0.0538920864860204 0.0509093272386564 0.0346129300926978 0.0420816383784542 0.0452566699711219 0.0529850020004542 0.055168534464108 0.0603363752922543 0.068991537756697 0.0366481988488154 0.0506897035191596 0.0375846998056334 0.0429534813796658 0.0559500753174091 0.0537287771330325 0.0551595842481532 0.0574208296768182 0.0335189490187598 0.0497997185233301 0.0496427877662904 0.070108074292987 0.0605772143135304 0.0562953339828949 0.0582492853675638 0.0540312733009866 0.0486418125020267 0.0508053183439628 0.0570960722211449 0.0516795865633075 0.0302673253413181 0.0497023262849672
"s o n  " 0.0570905369742015 0.0592104554898858 0.0367647058823529 0.0377370696626306 0.0506913436441683 0.0549699282157408 0.034661669609298 0.0270413516349201 0.10898065323651 0.0657299254342485 0.0735302068577731 0.0692311020726061 0.0334004934653551 0.0355737616557969 0.0431155280574299 0.0603962424909136 0.049397034030261 0.0536918517245823 0.0150634818162255 0.0107457554266065 0.0627305075763311 0.0769222435293225 0.0486565388981997 0.0422215004871712 0.0442468325743023 0.0409862588174386 0.0616589502834148 0.057377936559489 0.0345180950326304 0.0421443931747696 0.0529655291688736 0.0551291752243001 0.0420140908797104 0.0581395348837209 0.0778302651633895 0.0637486358872405
"  p a s" 0.030161038401465 0.0258372896683138 0.0551470588235294 0.0442062816047958 0.04529864751181 0.0538920864860204 0.0368280239598791 0.0378578922888882 0.0366865565350626 0.0387914314038188 0.0724488802863353 0.0659858941629527 0.0398651051038109 0.0485096749851776 0.0463491926617371 0.0399046602172108 0.026846214146881 0.0300674369657661 0.0408865935011836 0.0354609929078014 0.069219870429055 0.0660881247223757 0.0616316159377196 0.0606257442892714 0.0884936651486046 0.0808939318765235 0.0854571416208732 0.0714517700552127 0.0355967855024001 0.0367412658446709 0.0486418125020267 0.0572911036644687 0.0430913752612415 0.0549095607235142 0.0540487952523538 0.0669900919493036
"  s   i" 0.0506274573167448 0.0516745793366276 0.0335207612456747 0.0452844835951567 0.0593196574559417 0.0560477699454612 0.0563252131151092 0.0411028544850786 0.0615039330146638 0.0668074651954657 0.0454157160003893 0.0638224222231838 0.0517168931076466 0.044197703875384 0.0485049690646086 0.0409831645474057 0.0418800940691344 0.0569133628280572 0.0527221863567893 0.0451321727917473 0.0486702213954293 0.065004712841681 0.0583878466778397 0.0541301288297066 0.0356133042671214 0.0485363591259141 0.0530050625243391 0.0692865649020245 0.0485410711396365 0.0475475205048682 0.0389134500016214 0.0399956761431197 0.0420140908797104 0.0462962962962963 0.0681014820179658 0.0529437823470303
"t   p  " 0.0506274573167448 0.0516745793366276 0.0540657439446367 0.0495972915566002 0.0593196574559417 0.0398801439996551 0.0357448467845886 0.044347816681269 0.0507137693278807 0.057109607344511 0.0529850020004542 0.0519233265544546 0.035555364011507 0.0388077399881421 0.0668290684890163 0.0701027814626676 0.0483231854643858 0.0472488295176324 0.0484183344092963 0.0462067483344079 0.0648936285272391 0.0530871821540395 0.0508190517381197 0.0595431417126773 0.0518011698430856 0.051772116400975 0.0530050625243391 0.0606257442892714 0.0345180950326304 0.0432250186407893 0.0324278750013512 0.0497243541238785 0.0689462004179863 0.0602928509905254 0.042158060296836 0.0529437823470303
"  i n  " 0.0560133570312921 0.0473683643919086 0.0421712802768166 0.0291114537397436 0.0690265104941867 0.0517364030265796 0.0498261500633659 0.0584093195314275 0.0712150803327686 0.0538769880608594 0.0529850020004542 0.0454329107351478 0.0592589400191783 0.0344957688783485 0.0388039752516869 0.0431401732077954 0.0601355196890135 0.0440273184141575 0.0494942973961696 0.0505050505050505 0.0475886609199753 0.0520037702733448 0.0562253338379197 0.0400562953339829 0.0550387429582785 0.0560864594343896 0.0530050625243391 0.0530475262531125 0.0582492853675638 0.0561925242330261 0.0443180958351799 0.0443195330234569 0.0517096503134898 0.0710594315245478 0.0486439157271184 0.0313340752666098
"e s   u" 0.0560133570312921 0.0764353152687616 0.0421712802768166 0.0560665034987655 0.0560840397765267 0.0506585612968592 0.0584915674656904 0.0562460114006339 0.0625829493833421 0.0592646868669454 0.0616356145719569 0.0540867984942235 0.0430974109230388 0.0398857327655905 0.0582059628775303 0.0485326948587699 0.0655047625183897 0.066577896138482 0.0451904454486766 0.0311626907371588 0.0410992980672514 0.041169651466398 0.0367627182786398 0.0400562953339829 0.0312965401135309 0.0528507021593287 0.0486781186448012 0.057377936559489 0.0302033331535516 0.0507893969029274 0.0432371666684682 0.0529672467841314 0.0387822377351173 0.0430663221360896 0.0551297711574009 0.0723925187194088
"c o n  " 0.0549361770883826 0.0527511330728073 0.0519031141868512 0.0495972915566002 0.0722621281736017 0.0829938131884714 0.0335784924340074 0.0367762382234914 0.0593459002773072 0.057109607344511 0.0464970425718271 0.0432694387953788 0.0474071520153427 0.0538996388724196 0.0398818634531226 0.0463756861983801 0.0547662768596373 0.0536918517245823 0.038734667527437 0.0462067483344079 0.0324468142636195 0.0346691801822299 0.0486565388981997 0.041138897910577 0.0442468325743023 0.055007873676036 0.0486781186448012 0.0433041030637653 0.0399115473814789 0.0572731496990458 0.0583701750024321 0.0508053183439628 0.0667916316549243 0.0710594315245478 0.0540487952523538 0.0507828116389882
"  i e n" 0.0657079765174772 0.0775118690049414 0.0464965397923875 0.0636139174312916 0.0539269613235833 0.0538920864860204 0.0324953152587169 0.0367762382234914 0.0787681949135168 0.0721951640015517 0.047578369143265 0.0421877028254944 0.0290907523730512 0.0431197110979356 0.0571280746760946 0.0463756861983801 0.0246985170151305 0.0279197628967828 0.030126963632451 0.0505050505050505 0.0454255399690674 0.0530871821540395 0.0454127696383197 0.0443867056403594 0.0312965401135309 0.0528507021593287 0.073558045952144 0.0617083468658655 0.0550132139582547 0.0594344006310853 0.0583701750024321 0.0605339963247217 0.059250640984207 0.0366063738156761 0.0454009880119772 0.0486218409309462
"m m e  " 0.0312382183443744 0.0322966120853922 0.0605536332179931 0.0420498776240741 0.0463771867382817 0.0485028778374184 0.0487429728880753 0.0530010492044434 0.0647409821206988 0.0646523856730313 0.0519036754290163 0.0443511747652633 0.0387876698307349 0.0344957688783485 0.0538944100717874 0.0452971818681852 0.0365108512397582 0.0397319702761909 0.0430385194749301 0.0300881151944982 0.0432624190181594 0.0530871821540395 0.0648753851975996 0.0725343726318069 0.0561179339966761 0.0463791876092068 0.0594954783436459 0.0671213597488362 0.0463836902000971 0.048628145970888 0.0410753083350448 0.037833747702951 0.0786417598517657 0.080749354005168 0.0464819639170243 0.0572657237631144
"l e   s" 0.074325416060753 0.0430621494471897 0.0410899653979239 0.0312678577204654 0.0560840397765267 0.0679040289723857 0.0541588587645281 0.0421845085504754 0.0420816383784542 0.0506443687772079 0.0681235740005839 0.0789667258015664 0.0646461163845582 0.0398857327655905 0.0441934162588656 0.0366691472266261 0.0644309139525144 0.0558395257935656 0.025823111684958 0.0300881151944982 0.0627305075763311 0.061754477199597 0.0540628209979997 0.0454693082169536 0.0410092594591095 0.0453006018508532 0.0400242308857254 0.0552127314063007 0.0442263092605577 0.0464668950388485 0.0443180958351799 0.0313479623824451 0.0452459440243035 0.0409130060292851 0.0681014820179658 0.0691510626573457
"  s   q" 0.0549361770883826 0.0387559345024707 0.0410899653979239 0.0506754935469611 0.0496128044176967 0.0452693526482571 0.0606579218162715 0.0540827032698402 0.0766101621761602 0.0517219085384251 0.0529850020004542 0.0465146467050322 0.0474071520153427 0.0409637255430389 0.0474270808631729 0.0431401732077954 0.0397323969373839 0.0526180146900906 0.0624058532386486 0.0548033526756931 0.0443439794936134 0.0303355326594511 0.0551440774179597 0.0465519107935477 0.0312965401135309 0.0431434303341459 0.0497598546146856 0.048717115946736 0.0560919044280244 0.0518700223689471 0.0421562375017565 0.0313479623824451 0.0570960722211449 0.07213608957795 0.0691824579230129 0.0583462091171354
"q u   e" 0.0387784779447407 0.0430621494471897 0.0605536332179931 0.051753695537322 0.05176988287064 0.0452693526482571 0.0433270870116225 0.0411028544850786 0.0453186874844891 0.0409465109262532 0.054066328571892 0.0475963826749167 0.0581815047461024 0.0463536894302808 0.0679069566904521 0.0517682078493545 0.0332893055421324 0.051544177655599 0.0516462233699161 0.0515796260477112 0.0475886609199753 0.0498369465119555 0.0605503595177596 0.0530475262531125 0.059355507111869 0.0571650451927433 0.0594954783436459 0.0627909494424597 0.0377541664419395 0.0378218913106906 0.0421562375017565 0.041076640363204 0.0527869346950208 0.0592161929371232 0.0432390362018831 0.0583462091171354
"t   a  " 0.0495502773738353 0.0441387031833694 0.0637975778546713 0.0582229074794872 0.055005500550055 0.0312574101618918 0.0509093272386564 0.0562460114006339 0.0431606547471325 0.0538769880608594 0.0378464300003244 0.0465146467050322 0.0495620225614946 0.0636015738694551 0.0635954038847091 0.0582392338305238 0.0418800940691344 0.0472488295176324 0.0634818162255218 0.0569525037610144 0.0540780237726992 0.0487535346312608 0.0475752824782397 0.0476345133701418 0.0550387429582785 0.0571650451927433 0.0508415905845701 0.0389736927573888 0.0409902378512486 0.0529506478349669 0.0648557500027023 0.0389147119230353 0.0420140908797104 0.0355297157622739 0.0475629398220714 0.039977958098778
"  l   o" 0.0495502773738353 0.0462918106557289 0.0389273356401384 0.043128079614435 0.0463771867382817 0.0571256116751816 0.0682401620433054 0.0605726276622211 0.0528718020652373 0.0581871471057282 0.054066328571892 0.0443511747652633 0.0538717636537985 0.0614455883145583 0.0452713044603014 0.0625532511513034 0.0601355196890135 0.0590610368970405 0.0355067785668173 0.0365355684504621 0.0659751890026931 0.0715051841258491 0.0573065902578797 0.057377936559489 0.0345341132287237 0.0453006018508532 0.0411059668556099 0.0476345133701418 0.0442263092605577 0.0399831422427301 0.0389134500016214 0.0421576045832883 0.0484777971688966 0.0419896640826873 0.0356722048665535 0.0497023262849672
"  p r o" 0.0635536166316583 0.0742822077964022 0.0464965397923875 0.0377370696626306 0.074419206626545 0.0560477699454612 0.034661669609298 0.0475927788774594 0.0442396711158108 0.0420240506874704 0.033521123714573 0.0356972870061875 0.0387876698307349 0.0323397833234517 0.0377260870502511 0.0366691472266261 0.0354370026738829 0.0397319702761909 0.0451904454486766 0.0526542015903718 0.0346099352145275 0.0292521207787565 0.0421690003784397 0.032478077297824 0.0604346981502666 0.0571650451927433 0.0465146467050322 0.0433041030637653 0.0517771425489456 0.0583537751650655 0.0464799541686033 0.0367527834828667 0.130351410165255 0.105512489233419 0.0529678193473067 0.0486218409309462
"  u x  " 0.0775569558894813 0.0742822077964022 0.0443339100346021 0.0593011094698481 0.0334347160206217 0.0474250361076979 0.0704065163938866 0.0486744329428562 0.0625829493833421 0.0538769880608594 0.0519036754290163 0.0584137423737614 0.0484845872884186 0.0344957688783485 0.0538944100717874 0.0248055995944824 0.0547662768596373 0.0440273184141575 0.0441144824618033 0.0451321727917473 0.0454255399690674 0.0552540059154289 0.0454127696383197 0.0454693082169536 0.0399300684207118 0.0442220160924995 0.0400242308857254 0.041138897910577 0.053934523488485 0.0399831422427301 0.0616129625025672 0.0508053183439628 0.029086678301338 0.0452196382428941 0.0475629398220714 0.0572657237631144
"  s o  " 0.0430871977163785 0.0602870092260655 0.0237889273356401 0.0291114537397436 0.0409844906059233 0.0603591368643428 0.0194971891552301 0.0216330813079361 0.0820052440195518 0.0818930218525064 0.0519036754290163 0.0768032538617974 0.0592589400191783 0.0528216460949712 0.0441934162588656 0.0431401732077954 0.0461754883326353 0.0579871998625489 0.012911555842479 0.00967117988394584 0.0659751890026931 0.0639213009609863 0.0627128723576796 0.0476345133701418 0.0496427877662904 0.0420648445757922 0.0475963826749167 0.0714517700552127 0.0409902378512486 0.0248543857184538 0.0356706625014863 0.0367527834828667 0.0527869346950208 0.0559862187769165 0.084316120593672 0.0702315480113667
"n s   l" 0.0549361770883826 0.0656697779069642 0.0519031141868512 0.0442062816047958 0.0463771867382817 0.0614369785940632 0.0530756815892376 0.0713891683161891 0.0410026220097759 0.0527994482996423 0.0421717362860758 0.0389424949158409 0.0398651051038109 0.0485096749851776 0.0409597516545584 0.057160729500329 0.0655047625183897 0.0569133628280572 0.0419625564880568 0.0354609929078014 0.0638120680517851 0.0639213009609863 0.0432502567983997 0.0368084876042005 0.036692495305519 0.0409862588174386 0.0530050625243391 0.0400562953339829 0.0377541664419395 0.0432250186407893 0.029185087501216 0.0345908550426981 0.0570960722211449 0.0570628768303187 0.057291722967495 0.0637486358872405
